Name,Categories,Date,Doc By Plan,模組,TNB,訂閱版本,Refactor,ID,Permalink,Post Type,Tags,產品
結帳頁自動拆分多購物車(商品通路/溫層/物流/預購),常見問題,"April 29, 2024 7:57 AM (GMT+8)",設定結帳拆分多購物車 (https://app.notion.com/p/24f24ee0f33c8049af57c897f078811b?pvs=21),"https://app.notion.com/24f24ee0f33c8005a37ac435d8a8dd3e, https://app.notion.com/24f24ee0f33c809e8ce5ce92c5149e94",branch,"https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Yes,8632,https://www.cyberbiz.io/helpcenter/?p=8632,post,,EC
搜尋（放大鏡）功能說明,"PLUS版適用,網站設定>前台介面,常見問題","May 24, 2024 5:50 AM (GMT+8)",設定站內搜尋功能 (https://app.notion.com/p/34324ee0f33c80b8831be94db28be960?pvs=21),https://app.notion.com/24f24ee0f33c809e8ce5ce92c5149e94,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Yes,8765,https://www.cyberbiz.io/helpcenter/?p=8765,post,,EC
單品限時折扣,"行銷活動>商品優惠折扣,常見問題,行銷活動>行銷工具","June 24, 2024 3:41 AM (GMT+8)",設定單品限時折扣 (https://app.notion.com/p/24f24ee0f33c802594b5d8342c61358d?pvs=21),"https://app.notion.com/24f24ee0f33c8079af5af73ce452ee9e, https://app.notion.com/24f24ee0f33c809e8ce5ce92c5149e94",trunk,"https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Yes,9101,https://www.cyberbiz.io/helpcenter/?p=9101,post,,EC
商品群組 : 商品自訂分類,"商品>商品群組,常見問題","July 1, 2024 3:48 AM (GMT+8)",設定商品自訂分類群組 (https://app.notion.com/p/2de24ee0f33c80b4a809fdf3fd3f5336?pvs=21),https://app.notion.com/24f24ee0f33c809e8ce5ce92c5149e94,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Yes,9175,https://www.cyberbiz.io/helpcenter/?p=9175,post,,EC
商品群組：商品條件分類,"商品>商品群組,常見問題","July 1, 2024 3:56 AM (GMT+8)",設定商品條件分類群組 (https://app.notion.com/p/24f24ee0f33c8095bab1d0350591b81f?pvs=21),"https://app.notion.com/24f24ee0f33c8079af5af73ce452ee9e, https://app.notion.com/24f24ee0f33c809e8ce5ce92c5149e94",trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Yes,9185,https://www.cyberbiz.io/helpcenter/?p=9185,post,,EC
商品多層級分類設定,"網站設定>前台介面,商品>商品群組,常見問題,網站設定>拖拉版型","July 1, 2024 4:18 AM (GMT+8)",設定商品多層級分類 (https://app.notion.com/p/24f24ee0f33c803f9db2ec5b7ccc1b8c?pvs=21),https://app.notion.com/24f24ee0f33c809e8ce5ce92c5149e94,trunk,"https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Yes,9204,https://www.cyberbiz.io/helpcenter/?p=9204,post,,EC
商品多層級分類滿額折扣,"常見問題,行銷活動","July 1, 2024 6:51 AM (GMT+8)",商品多層級分類滿額折扣 (https://app.notion.com/p/2e724ee0f33c8022be5cc90481b36065?pvs=21),"https://app.notion.com/24f24ee0f33c8079af5af73ce452ee9e, https://app.notion.com/24f24ee0f33c809e8ce5ce92c5149e94",trunk,"https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Yes,9212,https://www.cyberbiz.io/helpcenter/?p=9212,post,,
批次修改商品描述/溫層/配送方式/通路,"商品>商品上架/管理,常見問題","July 17, 2024 1:42 AM (GMT+8)",批次修改商品描述與配送設定 (https://app.notion.com/p/24e24ee0f33c804e919bf53571b18f6a?pvs=21),https://app.notion.com/24f24ee0f33c809e8ce5ce92c5149e94,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Yes,9397,https://www.cyberbiz.io/helpcenter/?p=9397,post,,EC
多國語系-商品上架/管理,"PLUS版適用,網站設定>前台介面","February 21, 2025 6:08 AM (GMT+8)",新增與更新商品 (https://app.notion.com/p/24e24ee0f33c8054bcdaf4828cb3cbaf?pvs=21),https://app.notion.com/24f24ee0f33c809e8ce5ce92c5149e94,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Yes,11161,https://www.cyberbiz.io/helpcenter/?p=11161,post,,EC
多國語系-自訂分類,"PLUS版適用,網站設定>前台介面","February 21, 2025 6:41 AM (GMT+8)",設定商品自訂分類群組 (https://app.notion.com/p/2de24ee0f33c80b4a809fdf3fd3f5336?pvs=21),https://app.notion.com/24f24ee0f33c809e8ce5ce92c5149e94,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Yes,11167,https://www.cyberbiz.io/helpcenter/?p=11167,post,,EC
多國語系-條件分類,"PLUS版適用,網站設定>前台介面","February 21, 2025 6:43 AM (GMT+8)",設定商品條件分類群組 (https://app.notion.com/p/24f24ee0f33c8095bab1d0350591b81f?pvs=21),"https://app.notion.com/24f24ee0f33c8079af5af73ce452ee9e, https://app.notion.com/24f24ee0f33c809e8ce5ce92c5149e94",trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Yes,11174,https://www.cyberbiz.io/helpcenter/?p=11174,post,,EC
多國語系-商品加價購,"PLUS版適用,網站設定>前台介面","February 21, 2025 6:58 AM (GMT+8)",設定商品加價購 (https://app.notion.com/p/24f24ee0f33c8076838ac298abc73112?pvs=21),"https://app.notion.com/24f24ee0f33c8079af5af73ce452ee9e, https://app.notion.com/24f24ee0f33c809e8ce5ce92c5149e94",branch,"https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Yes,11189,https://www.cyberbiz.io/helpcenter/?p=11189,post,,EC
顧客可留言頁面建立 reCAPTCHA 安全驗證機制,"PLUS版適用,商品","July 31, 2025 6:51 AM (GMT+8)",啟用留言區 reCAPTCHA (https://app.notion.com/p/reCAPTCHA-24f24ee0f33c805a8f39fdbdd15c8b1f?pvs=21),"https://app.notion.com/24f24ee0f33c8077bcb4e3dd55c7a06a, https://app.notion.com/24f24ee0f33c809e8ce5ce92c5149e94, https://app.notion.com/24f24ee0f33c80a895f2e78d977c595a",trunk,"https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Yes,12371,https://www.cyberbiz.io/helpcenter/?p=12371,post,,EC
