Name,Permalink,ID,Categories,Tags,Date,Post Type,Doc By Plan,模組,TNB,訂閱版本,Rollup,認領作者數量,create,note,產品
POS機綁定機制,https://www.cyberbiz.io/support/?p=25293,25293,"POS>POS後台,POS>POS前台,常見問題",,"January 12, 2022 11:01 AM (GMT+8)",post,POS機綁定機制 (https://app.notion.com/p/POS-34224ee0f33c80d9bdcecf8227836473?pvs=21),,branch,,Ann Chen,1,"December 31, 2025 12:22 PM",,POS
消費者訂單查詢 / 「店長改價」改名,https://www.cyberbiz.io/support/?p=26950,26950,"POS>POS後台,常見問題",,"February 7, 2022 7:18 AM (GMT+8)",post,修改訂單明細頁「店長改價」的顯示名稱 (https://app.notion.com/p/31a24ee0f33c80aba30cc420a93e8664?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,branch,,Jase,1,"December 31, 2025 12:22 PM",,POS
POS網路連線過慢/斷線提示,https://www.cyberbiz.io/support/?p=27029,27029,POS>POS前台,,"February 8, 2022 9:50 AM (GMT+8)",post,POS網路連線過慢/斷線提示 (https://app.notion.com/p/POS-32e24ee0f33c80d49e45cfccdb1c82c8?pvs=21),,branch,,Ann Chen,1,"December 31, 2025 12:22 PM",,POS
POS商店基本設定,https://www.cyberbiz.io/support/?p=27199,27199,"POS>POS後台>權限設定,常見問題",,"February 10, 2022 11:20 AM (GMT+8)",post,"安全性設定 (https://app.notion.com/p/34224ee0f33c80fa816fdaa9e632d379?pvs=21), 庫存不足提醒 (https://app.notion.com/p/34824ee0f33c8022a0b7fbb32d2220fa?pvs=21), 列印發票明細 (https://app.notion.com/p/34824ee0f33c808fb69fcbecc6d32cbc?pvs=21)",,"branch,branch,branch",,"Ann Chen,Ann Chen,Ann Chen",1,"December 31, 2025 12:22 PM",,"POS,POS,POS"
POS庫存管理介面&初始庫存設定,https://www.cyberbiz.io/support/?p=27443,27443,POS>POS後台,,"February 22, 2022 5:52 AM (GMT+8)",post,全通路庫存管理   (https://app.notion.com/p/33424ee0f33c80c7ace7ee76ebefdc7a?pvs=21),,branch,,Ann Chen,1,"December 31, 2025 12:22 PM",,POS
POS前台-會員管理,https://www.cyberbiz.io/support/?p=27954,27954,常見問題,,"February 25, 2022 3:40 AM (GMT+8)",post,POS前台-會員管理 (https://app.notion.com/p/POS-34224ee0f33c80b5828fd7258159ffe1?pvs=21),,branch,,Ann Chen,1,"December 31, 2025 12:22 PM",,POS
POS營收分析,https://www.cyberbiz.io/support/?p=28244,28244,POS>POS後台,,"March 4, 2022 4:39 AM (GMT+8)",post,認識 POS 營收分析 (https://app.notion.com/p/POS-38824ee0f33c8001b37bc9523e428975?pvs=21),,branch,,Jase,1,"December 31, 2025 12:22 PM",,POS
POS商品分析,https://www.cyberbiz.io/support/?p=28253,28253,POS>POS後台,,"March 4, 2022 5:56 AM (GMT+8)",post,查看 POS 商品分析 (https://app.notion.com/p/POS-38824ee0f33c80719670fe38345ca65f?pvs=21),,branch,,Jase,1,"December 31, 2025 12:22 PM",,POS
標籤機與耗材規格,https://www.cyberbiz.io/support/?p=28461,28461,POS,,"March 9, 2022 10:17 AM (GMT+8)",post,標籤印表機安裝教學 (https://app.notion.com/p/32e24ee0f33c800f91b1c45b469326f7?pvs=21),,branch,,Ann Chen,1,"December 31, 2025 12:22 PM",,POS
分潤功能說明,https://www.cyberbiz.io/support/?p=28632,28632,行銷活動>分潤設定,,"March 17, 2022 7:19 AM (GMT+8)",post,了解分潤功能 (https://app.notion.com/p/25b24ee0f33c80eab702f71a1e99aba9?pvs=21),https://app.notion.com/2fc24ee0f33c80f586e3dc0bd58a146f,branch,"https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e, https://app.notion.com/24e24ee0f33c80d3ad9cf13885284396",Ann Chen,1,"December 31, 2025 12:22 PM",,"EC,POS"
分析報表 - OMO總覽,https://www.cyberbiz.io/support/?p=33261,33261,"TW台灣站,分析報表","OMO,分析報表","September 5, 2022 6:30 AM (GMT+8)",post,認識 OMO 分析報表 (https://app.notion.com/p/OMO-38824ee0f33c800c98f3cf1d560c37a8?pvs=21),https://app.notion.com/33d24ee0f33c80c387f0d917f6b83cb8,branch,"https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Jase,1,"December 31, 2025 12:22 PM",,"EC,POS"
POS前台 - 店長改價,https://www.cyberbiz.io/support/?p=35268,35268,"TW台灣站,POS>POS前台","POS,POS前台,行銷優惠","December 14, 2022 2:59 AM (GMT+8)",post,使用「店長改價」在 POS 前台調整單品價格 (https://app.notion.com/p/POS-31a24ee0f33c80b4bb5bed78a6f3999a?pvs=21),,branch,,Jase,1,"December 31, 2025 12:22 PM",,POS
POS紅利商城 - 前台,https://www.cyberbiz.io/support/?p=35526,35526,"POS>POS紅利商城,TW台灣站,POS>POS前台","POS,POS前台,紅利商城","December 30, 2022 2:41 AM (GMT+8)",post,紅利商城(POS) (https://app.notion.com/p/POS-25a24ee0f33c802c98b3d406d19e56ba?pvs=21),https://app.notion.com/24f24ee0f33c8079af5af73ce452ee9e,branch,"https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e, https://app.notion.com/24e24ee0f33c80d3ad9cf13885284396",Ann Chen,1,"December 31, 2025 12:22 PM",,"EC,POS"
POS 紅利商城 – 後台,https://www.cyberbiz.io/support/?p=35549,35549,"POS>POS紅利商城,POS>POS後台,TW台灣站","POS,POS後台,紅利商城","December 30, 2022 2:42 AM (GMT+8)",post,紅利商城(POS) (https://app.notion.com/p/POS-25a24ee0f33c802c98b3d406d19e56ba?pvs=21),https://app.notion.com/24f24ee0f33c8079af5af73ce452ee9e,branch,"https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e, https://app.notion.com/24e24ee0f33c80d3ad9cf13885284396",Ann Chen,1,"December 31, 2025 12:22 PM",,"EC,POS"
EC 混稅發票功能,https://www.cyberbiz.io/support/?p=37151,37151,"TW台灣站,訂單>發票相關",,"March 21, 2023 3:26 AM (GMT+8)",post,混稅發票功能 (https://app.notion.com/p/34224ee0f33c8053a2c2d44406d4bfc7?pvs=21),,branch,,Ann Chen,1,"December 31, 2025 12:22 PM",,POS
POS 混稅發票功能,https://www.cyberbiz.io/support/?p=37500,37500,"POS>POS後台,TW台灣站,訂單>發票相關",,"April 21, 2023 1:00 AM (GMT+8)",post,混稅發票功能 (https://app.notion.com/p/34224ee0f33c8053a2c2d44406d4bfc7?pvs=21),,branch,,Ann Chen,1,"December 31, 2025 12:22 PM",,POS
分潤 : 推薦人分潤(第三方分潤),https://www.cyberbiz.io/support/?p=39234,39234,常見問題,,"October 12, 2023 6:59 AM (GMT+8)",post,"推薦人分潤 (https://app.notion.com/p/25b24ee0f33c80b4823bc687cb3686a7?pvs=21), 推薦碼連結的應用 (https://app.notion.com/p/2fd24ee0f33c80afa39bf4ff179c51be?pvs=21), 查詢分潤夥伴與代碼 (https://app.notion.com/p/2fc24ee0f33c8048899df04035903054?pvs=21), 匯出分潤報表 (https://app.notion.com/p/2fc24ee0f33c805fb300de10bcd543a9?pvs=21)","https://app.notion.com/2fc24ee0f33c80f586e3dc0bd58a146f,https://app.notion.com/2fc24ee0f33c80f586e3dc0bd58a146f,https://app.notion.com/2fc24ee0f33c80f586e3dc0bd58a146f,https://app.notion.com/2fc24ee0f33c80f586e3dc0bd58a146f","branch,branch,branch,branch","https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e, https://app.notion.com/24e24ee0f33c80d3ad9cf13885284396,https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e, https://app.notion.com/24e24ee0f33c80d3ad9cf13885284396,https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e, https://app.notion.com/24e24ee0f33c80d3ad9cf13885284396,https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e, https://app.notion.com/24e24ee0f33c80d3ad9cf13885284396","Ann Chen,Ann Chen,Ann Chen,Ann Chen",1,"December 31, 2025 12:22 PM",,"EC,POS,EC,POS,EC,POS,EC,POS"
POS 盤點功能,https://www.cyberbiz.io/support/?p=39410,39410,"POS>POS後台,POS>POS前台>庫存盤點","POS,POS前台,POS後台","October 13, 2023 5:48 AM (GMT+8)",post,盤點 (https://app.notion.com/p/33424ee0f33c809e8ef6dccd69552116?pvs=21),,branch,,Ann Chen,1,"December 31, 2025 12:22 PM",,POS
POS - 星益欣(美麗科技)電子發票,https://www.cyberbiz.io/support/?p=46379,46379,"POS>POS後台,常見問題",,"November 19, 2024 10:26 AM (GMT+8)",post,設定 POS 星益欣電子發票 (https://app.notion.com/p/POS-37b24ee0f33c80e5aa2fdaec065e0a06?pvs=21),,branch,,Ann Chen,1,"December 31, 2025 12:22 PM",,POS
POS 前台 – 掃秤重商品條碼,https://www.cyberbiz.io/support/?p=47792,47792,POS>POS前台>結帳教學,,"March 10, 2025 8:31 AM (GMT+8)",post,秤重商品條碼 (https://app.notion.com/p/32e24ee0f33c80ffbd5acb9544309973?pvs=21),,branch,,Ann Chen,1,"December 31, 2025 12:22 PM",,POS
商米V3H刷卡機設定,https://www.cyberbiz.io/support/?p=51450,51450,POS,,"November 25, 2025 9:24 AM (GMT+8)",post,商米刷卡機安裝教學 (https://app.notion.com/p/32d24ee0f33c80ed8b29f745a8c0d506?pvs=21),,branch,,Ann Chen,1,"December 31, 2025 12:22 PM",,POS
EPSON TM-T82III 發票機安裝教學,https://www.cyberbiz.io/support/?p=52249,52249,,,,,EPSON TM-T82III 發票機安裝教學 (https://app.notion.com/p/EPSON-TM-T82III-32e24ee0f33c8076b48efae0221105e9?pvs=21),,branch,,Ann Chen,1,"May 26, 2026 11:43 AM",,POS
