Name,Permalink,ID,Categories,Tags,Date,Post Type,Doc By Plan,模組,TNB,訂閱版本,Rollup,認領作者數量,create,note,產品
多國語系-滿額贈/滿件贈群組,https://www.cyberbiz.io/support/?p=7345,7345,跨境電商>多國語系,,"May 14, 2020 8:48 AM (GMT+8)",post,滿額贈/滿件贈 (https://app.notion.com/p/25a24ee0f33c8049a09fd1a1aa714798?pvs=21),https://app.notion.com/24f24ee0f33c8079af5af73ce452ee9e,branch,"https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Ann Chen,1,"December 31, 2025 12:22 PM",,EC
多國語系-商品加價購,https://www.cyberbiz.io/support/?p=7356,7356,跨境電商>多國語系,,"May 14, 2020 9:29 AM (GMT+8)",post,設定商品加價購 (https://app.notion.com/p/24f24ee0f33c8076838ac298abc73112?pvs=21),"https://app.notion.com/24f24ee0f33c8079af5af73ce452ee9e, https://app.notion.com/24f24ee0f33c809e8ce5ce92c5149e94",branch,"https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Jase,1,"December 31, 2025 12:22 PM",,EC
多國語系-訂單加價購群組,https://www.cyberbiz.io/support/?p=7367,7367,跨境電商>多國語系,,"May 14, 2020 9:57 AM (GMT+8)",post,設定訂單加價購 (https://app.notion.com/p/2e624ee0f33c80b884a3e8339da3d1f1?pvs=21),"https://app.notion.com/24f24ee0f33c8079af5af73ce452ee9e, https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef",branch,"https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Jase,1,"December 31, 2025 12:22 PM",,EC
多國語系-紅配綠多組合優惠群組,https://www.cyberbiz.io/support/?p=7378,7378,跨境電商>多國語系,,"May 15, 2020 2:14 AM (GMT+8)",post,紅配綠多組合優惠 (https://app.notion.com/p/25924ee0f33c802bb87ce24f4ee79d24?pvs=21),https://app.notion.com/24f24ee0f33c8079af5af73ce452ee9e,branch,"https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e, https://app.notion.com/24e24ee0f33c80d3ad9cf13885284396",Ann Chen,1,"December 31, 2025 12:22 PM",,EC
多國語系-互動遊戲,https://www.cyberbiz.io/support/?p=9803,9803,"行銷活動>行銷工具,跨境電商>多國語系",,"October 6, 2020 8:50 AM (GMT+8)",post,互動遊戲(EC) (https://app.notion.com/p/EC-25a24ee0f33c806bb5dfce647b69bb86?pvs=21),https://app.notion.com/24f24ee0f33c8079af5af73ce452ee9e,branch,"https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e, https://app.notion.com/24e24ee0f33c80d3ad9cf13885284396",Ann Chen,1,"December 31, 2025 12:22 PM",,"EC,POS"
行銷活動 : 期間限定首購禮,https://www.cyberbiz.io/support/?p=10419,10419,行銷活動,,"June 13, 2024 8:02 AM (GMT+8)",post,期間限定首購禮 (https://app.notion.com/p/2d824ee0f33c80b9a838d361f3819694?pvs=21),https://app.notion.com/24f24ee0f33c8079af5af73ce452ee9e,branch,"https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e, https://app.notion.com/24e24ee0f33c80d3ad9cf13885284396",Ann Chen,1,"December 31, 2025 12:22 PM",,EC
紅利商城：後台設定,https://www.cyberbiz.io/support/?p=10679,10679,"TW台灣站,行銷活動>行銷工具","紅利,紅利商城,紅利點數,行銷活動","March 14, 2023 4:07 AM (GMT+8)",post,紅利商城(EC) (https://app.notion.com/p/EC-25a24ee0f33c80fc91a6f766f6f12c3c?pvs=21),https://app.notion.com/24f24ee0f33c8079af5af73ce452ee9e,branch,"https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e, https://app.notion.com/24e24ee0f33c80d3ad9cf13885284396",Ann Chen,1,"December 31, 2025 12:22 PM",,EC
紅利商城：前台畫面,https://www.cyberbiz.io/support/?p=10711,10711,行銷活動>行銷工具,紅利商城,"July 3, 2024 7:33 AM (GMT+8)",post,紅利商城(EC) (https://app.notion.com/p/EC-25a24ee0f33c80fc91a6f766f6f12c3c?pvs=21),https://app.notion.com/24f24ee0f33c8079af5af73ce452ee9e,branch,"https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e, https://app.notion.com/24e24ee0f33c80d3ad9cf13885284396",Ann Chen,1,"December 31, 2025 12:22 PM",,EC
行銷活動 : 指定商品送優惠券,https://www.cyberbiz.io/support/?p=11460,11460,"商品>商品群組,行銷活動>優惠券(碼)",,"February 25, 2021 6:40 AM (GMT+8)",post,指定商品送優惠券 (https://app.notion.com/p/25a24ee0f33c80cfb0b2e540e8e9b14f?pvs=21),https://app.notion.com/24f24ee0f33c8079af5af73ce452ee9e,branch,https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e,Ann Chen,1,"December 31, 2025 12:22 PM",,EC
優惠券 / VIP 折扣與購物車指定活動商品不併用,https://www.cyberbiz.io/support/?p=11928,11928,"會員>VIP設定,常見問題,行銷活動>優惠券(碼)",,"April 13, 2021 10:39 AM (GMT+8)",post,設定優惠券 (https://app.notion.com/p/25a24ee0f33c8064b885debe778cada3?pvs=21),https://app.notion.com/24f24ee0f33c8079af5af73ce452ee9e,branch,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e, https://app.notion.com/24e24ee0f33c80d3ad9cf13885284396",Ann Chen,1,"December 31, 2025 12:22 PM",,EC
網站轉址｜301重定向設定,https://www.cyberbiz.io/support/?p=15390,15390,常見問題,,"July 22, 2021 1:23 AM (GMT+8)",post,設定 301 重定向網站轉址 (https://app.notion.com/p/301-32d24ee0f33c806ab688d1a00bfe2f3d?pvs=21),https://app.notion.com/24f24ee0f33c8079af5af73ce452ee9e,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Jase,1,"December 31, 2025 12:22 PM",,
定期定額功能優化,https://www.cyberbiz.io/support/?p=16465,16465,"行銷活動>定期定額,常見問題",,"July 16, 2021 2:10 AM (GMT+8)",post,定期定額活動頁 (https://app.notion.com/p/2d824ee0f33c80928c05fbc6b852231a?pvs=21),https://app.notion.com/24f24ee0f33c8079af5af73ce452ee9e,branch,"https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e, https://app.notion.com/24e24ee0f33c80d3ad9cf13885284396",Ann Chen,1,"December 31, 2025 12:22 PM",,EC
SEO 優化教學,https://www.cyberbiz.io/support/?p=16944,16944,"行銷活動>行銷工具,常見問題,網站設定",SEO,"November 22, 2022 6:00 AM (GMT+8)",post,SEO 設定與優化指南 (https://app.notion.com/p/SEO-32724ee0f33c802eb174cfb28aabf40b?pvs=21),https://app.notion.com/24f24ee0f33c8079af5af73ce452ee9e,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Jase,1,"December 31, 2025 12:22 PM",,
