Name,Permalink,ID,Categories,Tags,Date,Post Type,Doc By Plan,模組,TNB,訂閱版本,Rollup,認領作者數量,create,note,產品
訂單 : 取消訂單,https://www.cyberbiz.io/support/?p=1675,1675,"TW台灣站,訂單>訂單狀態,常見問題",訂單,"May 8, 2024 4:11 AM (GMT+8)",post,如何取消訂單 (https://app.notion.com/p/35624ee0f33c80dc8087c4aebb56f6f6?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Jase,1,"December 31, 2025 12:22 PM",,EC
手動結案訂單,https://www.cyberbiz.io/support/?p=1677,1677,"訂單>訂單狀態,常見問題",,"March 19, 2019 9:39 AM (GMT+8)",post,如何手動結案訂單 (https://app.notion.com/p/35824ee0f33c80818621c30cf3a8c0fc?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Jase,1,"December 31, 2025 12:22 PM",,EC
退貨處理-超過退貨申請期限的退貨流程,https://www.cyberbiz.io/support/?p=2034,2034,"訂單>退貨退款,常見問題",,"March 21, 2019 6:39 AM (GMT+8)",post,處理超過退貨期限的訂單 (https://app.notion.com/p/36c24ee0f33c800aab61cd91fa9f4186?pvs=21),"https://app.notion.com/24f24ee0f33c8005a37ac435d8a8dd3e, https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef",trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Jase,1,"December 31, 2025 12:22 PM",,EC
超商訂單逾期未取：退貨退款,https://www.cyberbiz.io/support/?p=2041,2041,"TW台灣站,訂單>退貨退款","超商,退貨","December 16, 2024 6:03 AM (GMT+8)",post,處理超商訂單逾期未取 (https://app.notion.com/p/36c24ee0f33c80f5aba7de0c207a4397?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Jase,1,"December 31, 2025 12:22 PM",,EC
未付款提醒,https://www.cyberbiz.io/support/?p=2321,2321,"訂單>訂單狀態,常見問題",未付款提醒,"June 30, 2022 2:00 AM (GMT+8)",post,設定未付款提醒 (https://app.notion.com/p/30124ee0f33c8069a7c8e792a3e13602?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Jase,1,"December 31, 2025 12:22 PM",,EC
付款失敗處理,https://www.cyberbiz.io/support/?p=2402,2402,"訂單>訂單狀態,常見問題",,"March 22, 2019 9:24 AM (GMT+8)",post,處理付款失敗訂單 (https://app.notion.com/p/37924ee0f33c80179edeef4821551de3?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Jase,1,"December 31, 2025 12:22 PM",,EC
順豐宅配 : 操作出貨,https://www.cyberbiz.io/support/?p=3760,3760,"TW台灣站,訂單>出貨","宅配,海外出貨,順豐","October 12, 2022 7:13 AM (GMT+8)",post,使用順豐出貨 (https://app.notion.com/p/36624ee0f33c8016ac13e6eea84c0776?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Jase,1,"December 31, 2025 12:22 PM",,EC
訂單自動結案設定,https://www.cyberbiz.io/support/?p=4606,4606,"訂單>訂單狀態,網站設定>金物流設定",,"November 14, 2019 3:25 AM (GMT+8)",post,設定訂單自動結案 (https://app.notion.com/p/30024ee0f33c800b861fdf9ae00399e2?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Jase,1,"December 31, 2025 12:22 PM",,EC
訂單明細內容設定&列印,https://www.cyberbiz.io/support/?p=6358,6358,"常見問題,訂單",,"July 13, 2021 3:27 AM (GMT+8)",post,設定與列印訂單明細 (https://app.notion.com/p/35a24ee0f33c80b288e5ee85ca15db5b?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Jase,1,"December 31, 2025 12:22 PM",,EC
出貨明細內容設定&列印,https://www.cyberbiz.io/support/?p=6364,6364,常見問題,,"March 12, 2020 3:33 AM (GMT+8)",post,設定與列印出貨明細 (https://app.notion.com/p/35a24ee0f33c8012852fd5d386c055bc?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Jase,1,"December 31, 2025 12:22 PM",,EC
如何匯出每筆定期訂單的子訂單報表,https://www.cyberbiz.io/support/?p=6794,6794,常見問題,,"April 15, 2020 7:14 AM (GMT+8)",post,匯出定期定額子訂單預測報表 (https://app.notion.com/p/32424ee0f33c806aa08ad35d2019220c?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,branch,https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e,Jase,1,"December 31, 2025 12:22 PM",,EC
多國語系-訂單加價購群組,https://www.cyberbiz.io/support/?p=7367,7367,跨境電商>多國語系,,"May 14, 2020 9:57 AM (GMT+8)",post,設定訂單加價購 (https://app.notion.com/p/2e624ee0f33c80b884a3e8339da3d1f1?pvs=21),"https://app.notion.com/24f24ee0f33c8079af5af73ce452ee9e, https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef",branch,"https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Jase,1,"December 31, 2025 12:22 PM",,EC
黑貓快速到店：操作出貨,https://www.cyberbiz.io/support/?p=8844,8844,"TW台灣站,訂單>出貨,網站設定>金物流設定","黑貓,黑貓快速到店","August 29, 2022 8:50 AM (GMT+8)",post,使用黑貓快速到店出貨 (https://app.notion.com/p/36424ee0f33c803481acd05a65fb0c84?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Jase,1,"December 31, 2025 12:22 PM",,EC
黑貓快速到店：付款設定,https://www.cyberbiz.io/support/?p=8846,8846,"TW台灣站,訂單>出貨","取貨不付款,貨到付款,黑貓快速到店","September 19, 2022 7:00 AM (GMT+8)",post,設定黑貓快速到店付款方式 (https://app.notion.com/p/2fb24ee0f33c8018ade0e5d5a49e379e?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Jase,1,"December 31, 2025 12:22 PM",,EC
CYBERBIZ NOW快速到貨-運費價格＆對帳方式,https://www.cyberbiz.io/support/?p=13847,13847,"TW台灣站,對帳,CYBERBIZ NOW快速到貨","CYBRBIZ NOW,pandago,快速到貨,金物流","October 26, 2023 8:53 AM (GMT+8)",post,(CYBERBIZ NOW快速到貨)快速到貨運費計算與對帳 (https://app.notion.com/p/CYBERBIZ-NOW-2fe24ee0f33c80a48369d1836a3f00d1?pvs=21),"https://app.notion.com/24f24ee0f33c8005a37ac435d8a8dd3e, https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef, https://app.notion.com/2fc24ee0f33c8003a132ebfde4059074",branch,"https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e, https://app.notion.com/24e24ee0f33c80d3ad9cf13885284396",Ann Chen,1,"December 31, 2025 12:22 PM",,EC
綠界訂單方法說明,https://www.cyberbiz.io/support/?p=21450,21450,"訂單>訂單狀態,常見問題",,"October 13, 2021 7:52 AM (GMT+8)",post,綠界後台訂單查詢 (https://app.notion.com/p/30224ee0f33c804cb0a2d4c5e97d0201?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,branch,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6",Ann Chen,1,"December 31, 2025 12:22 PM",,EC
貨態「準備出貨」調整回「未出貨」,https://www.cyberbiz.io/support/?p=23611,23611,常見問題,,"December 7, 2021 2:02 AM (GMT+8)",post,如何將訂單從準備出貨調整回未出貨狀態 (https://app.notion.com/p/35d24ee0f33c80baaed2ecf7f6a5032a?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Jase,1,"December 31, 2025 12:22 PM",,EC
POS訂單自動結案設定,https://www.cyberbiz.io/support/?p=23628,23628,常見問題,,"December 7, 2021 4:14 AM (GMT+8)",post,設定 POS 訂單自動結案 (https://app.notion.com/p/POS-30024ee0f33c80168e26c0b633506766?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,branch,,Jase,1,"December 31, 2025 12:22 PM",,POS
提供消費者付款連結,https://www.cyberbiz.io/support/?p=23826,23826,訂單,,"December 10, 2021 6:25 AM (GMT+8)",post,提供顧客付款連結 (https://app.notion.com/p/30124ee0f33c801a99aed6465cc549a1?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Jase,1,"December 31, 2025 12:22 PM",,EC
單筆/批次訂單出貨流程,https://www.cyberbiz.io/support/?p=24829,24829,常見問題,,"January 6, 2022 8:27 AM (GMT+8)",post,訂單出貨流程 (https://app.notion.com/p/30024ee0f33c80cb8ce4f924f57e1a11?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8012811dd1806920767b, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c8092bbddc34398a259f7, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Jase,1,"December 31, 2025 12:22 PM",,EC
訂單報表匯出,https://www.cyberbiz.io/support/?p=25244,25244,訂單,,"January 12, 2022 4:49 AM (GMT+8)",post,匯出訂單報表 (https://app.notion.com/p/32224ee0f33c808f9eedc6fdc5ddae1f?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,trunk,"https://app.notion.com/23b24ee0f33c80009ef1fc21c42a1055, https://app.notion.com/23b24ee0f33c8032872ce1663e8b210d, https://app.notion.com/23b24ee0f33c807a94a3d681ff970cc6, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Jase,1,"December 31, 2025 12:22 PM",,EC
消費者訂單查詢 / 「店長改價」改名,https://www.cyberbiz.io/support/?p=26950,26950,"POS>POS後台,常見問題",,"February 7, 2022 7:18 AM (GMT+8)",post,修改訂單明細頁「店長改價」的顯示名稱 (https://app.notion.com/p/31a24ee0f33c80aba30cc420a93e8664?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,branch,,Jase,1,"December 31, 2025 12:22 PM",,POS
跨境電商 - 退貨退款說明,https://www.cyberbiz.io/support/?p=30948,30948,"跨境電商>日本站,跨境電商>北美站,訂單>退貨退款",,"June 2, 2022 9:51 AM (GMT+8)",post,"跨境電商退貨流程 (https://app.notion.com/p/31724ee0f33c809b9bcde1a927009845?pvs=21), 跨境電商退款流程 (https://app.notion.com/p/36c24ee0f33c80be93d4cfa01db4eb1b?pvs=21)","https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef","branch,branch",,"Ann Chen,Ann Chen",1,"December 31, 2025 12:22 PM",,"EC,GL,EC,GL"
超取退貨便 C2B : 操作說明,https://www.cyberbiz.io/support/?p=34661,34661,"TW台灣站,訂單>退貨退款","7-11,B2C,C2B,物流,退貨,退貨便","November 2, 2022 9:49 AM (GMT+8)",post,操作超商退貨便 C2B (https://app.notion.com/p/C2B-2fb24ee0f33c80ef86c2ea592f09ed36?pvs=21),https://app.notion.com/25024ee0f33c8058898fcdf9f63df2ef,branch,"https://app.notion.com/23b24ee0f33c8085a187f6bebb799990, https://app.notion.com/23b24ee0f33c80d9aed4e1c445c39e0e",Jase,1,"December 31, 2025 12:22 PM",,EC
